Index,Target,Type,Alcohol,Density,Nitrogen,pH,Sugar,A,B,C,D,Di,E,H,S,U,V,Cost
2715,4,white_wine,8.25,1.01,3.61,3.68,2.96,20.90,1.19,4.05,29.70,43.38,0.97,2.48,4.82,4.90,0.25,4.7245
2716,5,red_wine,9.00,1.02,4.02,3.30,2.68,31.10,5.68,9.60,5.50,12.92,0.85,6.08,6.42,0.45,0.12,4.819
2717,3,white_wine,7.95,1.02,0.20,3.35,7.53,22.50,3.43,4.20,42.90,54.18,0.91,1.55,5.55,9.55,0.06,6.399
2718,5,red_wine,8.60,1.02,5.52,3.62,2.40,24.50,3.70,6.90,25.30,40.47,1.51,4.03,9.20,1.90,0.12,4.615
2719,3,red_wine,7.90,1.02,4.36,3.70,2.77,24.10,9.57,0.00,6.60,20.32,0.77,3.66,4.96,0.70,0.04,4.53
2720,4,white_wine,7.50,1.03,1.50,3.36,30.42,25.90,3.30,4.20,37.40,47.30,1.20,2.73,2.34,8.50,0.14,15.400000000000002
2721,3,white_wine,8.00,1.01,5.16,3.51,1.06,20.70,1.72,4.35,11.00,18.50,1.36,1.18,2.63,3.00,0.03,3.8514999999999997
2722,4,white_wine,7.80,1.02,3.84,3.46,16.36,22.50,3.30,6.15,62.70,72.99,1.52,1.74,5.11,8.35,0.19,9.895
2723,3,red_wine,8.65,1.02,4.24,3.72,1.92,24.10,1.98,6.00,22.00,44.31,1.56,3.35,5.99,3.05,0.35,4.4555
2724,5,white_wine,8.45,10.17,4.98,3.60,6.77,25.50,2.64,4.95,34.10,44.06,1.78,1.74,5.84,7.45,0.07,7.2225
2725,4,white_wine,8.25,1.02,7.33,3.54,8.57,23.30,2.11,3.60,26.40,47.21,1.67,1.55,5.40,6.45,0.12,6.9485
2726,3,white_wine,7.70,1.02,4.68,3.43,8.00,23.30,2.24,7.65,66.00,80.57,1.76,2.36,3.94,9.15,0.16,6.5115
2727,4,white_wine,7.90,1.02,4.13,3.30,2.40,26.70,1.98,4.50,22.00,36.80,1.43,2.48,4.09,7.35,0.04,4.322
2728,4,white_wine,7.87,1.02,5.56,3.36,8.09,23.30,3.43,6.00,73.70,82.57,1.33,2.29,4.09,8.20,0.12,6.5965
2729,4,red_wine,7.85,1.02,13.57,3.24,2.30,27.90,6.73,7.50,28.60,41.10,1.07,20.34,20.29,3.75,0.11,4.2555
2730,4,white_wine,9.90,1.01,12.21,3.27,2.30,22.50,3.63,5.25,33.00,46.21,1.93,2.29,3.50,4.45,0.15,4.9765
2731,4,red_wine,8.55,1.02,7.59,3.44,2.87,31.30,5.54,6.75,36.30,48.87,0.98,6.82,7.30,3.10,0.24,4.7585
2732,4,white_wine,7.60,1.02,2.93,3.30,7.33,23.90,3.43,7.35,66.00,77.30,1.44,2.23,2.63,10.00,0.06,6.189
2733,5,red_wine,9.35,1.02,3.28,3.37,3.15,30.50,5.41,9.45,9.90,22.34,1.26,3.91,8.18,1.00,0.15,5.14
2734,3,white_wine,7.45,1.02,4.01,3.28,17.69,24.30,2.51,4.65,59.40,64.89,1.05,2.29,4.96,12.30,0.00,10.2775
2735,3,white_wine,8.05,1.02,1.45,3.42,4.77,23.30,2.90,11.10,38.50,41.51,1.21,1.98,3.36,7.65,0.09,5.3405
2736,5,red_wine,9.10,1.02,3.06,3.44,3.82,27.90,3.56,6.00,12.10,18.90,1.00,6.26,7.01,0.90,0.22,5.3309999999999995
2737,2,white_wine,9.35,1.01,7.49,3.24,5.15,24.50,3.04,6.90,2.20,5.89,2.23,1.92,4.53,1.15,0.14,5.919499999999999
2738,4,white_wine,7.70,1.02,4.40,3.15,1.44,24.50,1.72,15.00,49.50,63.58,1.55,8.99,3.07,5.40,0.11,3.8455
2739,4,white_wine,8.00,1.02,0.92,3.43,1.92,27.50,0.92,4.50,30.80,43.53,1.22,2.29,2.34,6.20,0.04,4.1845
2740,4,red_wine,9.45,1.02,13.17,3.51,4.49,36.10,5.15,7.35,5.50,14.11,1.52,4.71,6.72,2.05,0.00,5.731999999999999
2741,4,white_wine,7.75,1.02,4.69,3.44,9.90,26.70,2.90,5.40,35.20,41.95,0.81,2.05,4.23,8.15,0.08,7.2905
2742,4,white_wine,9.15,1.02,1.49,3.22,13.32,24.30,3.96,4.35,31.90,45.81,1.06,1.98,10.80,6.55,0.17,9.1155
2743,4,white_wine,8.40,1.02,7.28,3.38,2.58,25.50,2.77,7.20,38.50,48.24,1.26,2.48,6.13,8.60,0.03,4.5809999999999995
2744,6,red_wine,8.60,1.02,3.55,3.36,2.87,31.50,3.56,7.95,4.40,17.66,1.36,3.78,6.28,0.50,0.19,4.763999999999999
2745,4,white_wine,8.35,1.01,5.34,3.45,1.63,24.30,3.70,8.40,26.40,40.06,0.91,2.29,1.61,4.80,0.01,4.193
2746,3,white_wine,7.75,1.02,5.42,3.14,8.76,24.90,1.32,4.50,27.50,33.85,1.30,3.41,4.96,4.85,0.01,6.7895
2747,2,white_wine,7.80,1.02,3.97,3.38,1.73,27.30,3.43,5.40,11.00,24.67,1.78,2.23,3.65,5.65,0.06,4.031
2748,5,white_wine,9.60,1.01,13.21,3.52,1.35,23.50,1.45,5.85,14.30,16.21,1.33,1.43,2.34,3.25,0.20,4.529
2749,3,red_wine,7.80,1.02,1.44,3.60,2.58,29.90,6.07,6.75,16.50,29.74,0.94,3.84,5.84,1.70,0.06,4.404
2750,5,white_wine,8.55,1.01,13.49,3.46,1.73,21.70,1.58,4.05,12.10,25.55,1.36,1.36,2.04,3.55,0.07,4.3045
2751,4,red_wine,7.70,1.02,6.11,3.65,2.21,25.70,5.02,3.90,24.20,37.77,1.00,4.90,7.59,2.35,0.29,4.2284999999999995
2752,5,red_wine,8.38,1.02,0.83,3.66,2.02,24.10,6.34,2.55,15.40,27.17,1.05,3.47,6.72,0.90,0.17,4.392
2753,4,white_wine,8.75,1.01,9.80,3.52,1.54,21.10,1.72,3.75,18.70,31.19,1.19,1.92,4.96,3.45,0.21,4.3075
2754,4,white_wine,8.00,1.02,6.02,3.73,18.83,23.50,2.24,11.10,47.30,61.78,1.06,2.79,3.36,8.15,0.01,10.9935
2755,4,white_wine,9.45,1.01,14.45,3.58,2.40,21.90,3.17,4.95,37.40,48.48,1.38,1.12,2.92,6.60,0.23,4.9055
2756,3,white_wine,9.80,1.01,13.51,3.37,1.73,23.90,2.64,6.15,5.50,9.43,1.31,0.43,2.63,2.45,0.18,4.7285
2757,5,white_wine,8.90,1.01,6.99,3.35,2.68,22.70,1.85,4.20,40.70,51.86,1.18,2.05,2.19,4.80,0.13,4.7905
2758,3,white_wine,7.85,1.02,4.32,3.29,1.54,23.10,4.09,12.15,14.30,30.41,1.34,12.90,4.53,3.40,0.11,3.9589999999999996
2759,4,white_wine,7.85,1.01,3.22,3.36,1.44,22.30,3.70,4.95,25.30,33.72,1.31,2.54,8.18,8.15,0.06,3.9284999999999997
2760,5,white_wine,7.60,1.02,3.30,3.16,14.36,24.10,0.92,4.20,30.80,37.36,0.93,2.60,2.48,7.15,0.04,8.98
2761,3,white_wine,7.80,1.02,2.22,3.31,12.09,23.30,2.11,3.30,37.40,47.82,1.21,2.60,6.57,7.00,0.11,8.1645
2762,5,white_wine,7.75,1.02,11.58,3.64,8.76,23.50,0.40,5.10,44.00,54.58,1.07,2.11,2.63,5.35,0.11,6.8645
2763,5,white_wine,9.75,1.01,9.91,3.32,2.92,23.30,3.30,6.00,37.40,44.23,2.00,1.98,2.48,4.00,0.19,5.1795
2764,3,red_wine,8.60,1.02,15.07,3.57,2.21,25.30,8.71,0.00,5.50,12.65,1.01,5.64,5.40,0.30,0.03,4.531499999999999
2765,3,white_wine,8.30,1.01,7.53,3.39,1.82,24.50,2.38,5.70,12.10,10.31,1.05,3.22,3.50,5.70,0.03,4.2425
2766,4,white_wine,8.50,1.02,1.65,3.29,6.38,23.90,1.85,4.65,44.00,58.87,1.19,1.24,3.94,6.25,0.11,6.1225
2767,5,white_wine,9.35,1.01,3.25,3.62,4.77,23.30,3.17,3.90,27.50,38.24,1.50,1.36,7.45,5.70,0.06,5.8245
2768,4,white_wine,8.55,1.02,2.65,3.43,9.90,22.30,2.24,4.20,60.50,63.46,1.17,2.85,1.90,6.25,0.07,7.569000000000001
2769,4,white_wine,8.75,1.01,4.87,3.22,2.40,23.10,1.98,6.75,46.20,59.27,1.52,1.12,4.38,4.90,0.13,4.6065000000000005
2770,4,white_wine,8.00,1.02,3.95,3.35,3.72,28.10,1.58,4.95,9.90,29.36,1.51,2.48,2.04,1.70,0.11,4.8925
2771,4,white_wine,8.60,1.01,2.94,3.19,7.43,25.70,1.45,4.80,50.60,60.85,1.04,0.37,2.48,5.90,0.09,6.5615
2772,4,white_wine,7.85,1.02,7.13,3.29,16.26,24.50,2.64,8.10,58.30,64.11,1.32,2.23,3.94,9.70,0.04,9.847000000000001
2773,4,white_wine,8.70,1.01,9.44,3.42,1.73,24.90,3.70,4.95,28.60,43.32,1.20,0.99,1.61,2.45,0.17,4.350999999999999
2774,4,white_wine,9.20,1.01,3.81,3.59,1.54,22.70,2.51,7.35,37.40,50.12,1.30,3.35,2.92,4.30,0.27,4.4755
2775,3,white_wine,7.65,1.02,8.06,3.56,14.17,24.30,1.32,5.85,51.70,59.25,1.21,2.60,8.18,7.50,0.17,8.9815
2776,3,white_wine,8.60,1.01,2.27,3.43,5.72,23.30,1.72,5.10,31.90,45.47,2.20,2.29,2.34,6.70,0.17,5.913499999999999
2777,3,white_wine,7.80,1.02,3.88,3.31,13.32,26.50,3.96,7.35,62.70,77.93,1.19,2.05,4.67,8.00,0.22,8.656500000000001
2778,4,white_wine,8.55,1.01,2.04,3.20,2.87,25.10,1.98,4.35,25.30,30.50,1.33,1.36,4.67,4.60,0.23,4.721500000000001
2779,4,white_wine,7.95,1.02,2.76,3.39,4.49,27.10,1.72,6.15,25.30,42.85,1.78,1.67,4.53,4.65,0.10,5.189
2780,4,white_wine,9.35,1.01,1.86,3.34,2.30,24.50,2.11,5.40,22.00,34.80,1.27,1.24,5.99,2.85,0.24,4.794499999999999
2781,5,white_wine,9.60,1.01,4.72,3.21,8.19,26.30,3.04,5.40,30.80,36.02,1.64,1.18,1.75,6.80,0.11,7.2185
2782,4,red_wine,7.90,1.02,2.14,3.53,1.73,24.50,5.81,1.05,4.40,11.32,1.38,4.03,8.61,0.70,0.04,4.0885
2783,3,red_wine,9.10,1.02,7.35,3.79,2.77,22.50,7.39,1.35,15.40,24.06,1.02,4.46,5.99,1.00,0.20,4.9635
2784,4,white_wine,7.85,1.02,6.21,3.47,7.14,21.30,1.39,2.85,38.50,52.75,1.14,2.42,2.77,5.20,0.06,6.225999999999999
2785,4,white_wine,8.30,1.02,4.25,3.44,7.71,23.50,2.38,4.35,42.90,46.41,1.12,1.80,4.96,8.65,0.02,6.607
2786,4,red_wine,9.30,1.02,18.61,3.58,2.49,22.90,3.70,7.95,19.80,38.11,2.17,13.70,10.37,1.45,0.26,4.89
2787,3,red_wine,9.05,1.02,5.02,3.79,2.87,22.30,8.38,1.50,13.20,31.92,1.19,2.73,4.09,1.05,0.17,4.986000000000001
2788,5,white_wine,8.85,1.01,2.98,3.59,1.54,22.90,0.79,4.65,57.20,66.76,1.61,1.55,1.90,6.60,0.03,4.353
2789,3,white_wine,7.70,1.02,3.16,3.28,17.31,23.70,2.51,3.30,16.50,33.58,1.19,1.55,4.53,5.50,0.13,10.213
2790,5,white_wine,9.55,1.01,2.28,3.49,8.76,22.70,4.62,4.80,18.70,34.58,1.73,2.05,1.61,5.00,0.17,7.471
2791,3,red_wine,8.70,1.02,0.52,3.51,2.77,25.30,4.36,4.95,5.50,21.23,0.97,4.28,5.26,0.85,0.12,4.781499999999999
2792,5,white_wine,8.30,1.02,3.83,3.18,10.09,21.30,1.58,9.90,84.70,102.95,1.69,2.11,3.07,8.45,0.13,7.5200000000000005
2793,5,white_wine,9.95,1.01,4.06,3.29,2.11,23.30,2.77,4.35,40.70,40.82,1.01,1.67,2.92,4.80,0.02,4.920999999999999
2794,3,red_wine,8.10,1.02,3.20,3.44,3.53,27.30,6.20,1.35,7.70,20.29,2.39,3.66,3.21,0.55,0.25,4.864999999999999
2795,5,white_wine,8.75,1.01,6.37,3.37,4.39,21.70,1.45,4.95,52.80,64.79,1.67,1.80,2.92,6.35,0.07,5.425
2796,4,white_wine,9.20,1.01,4.86,3.66,1.92,20.50,3.70,0.30,25.30,36.84,1.96,1.36,1.90,4.90,0.04,4.638
2797,4,white_wine,8.92,1.01,4.75,3.54,1.54,21.10,1.06,4.65,33.00,41.07,2.39,1.05,3.21,3.10,0.12,4.37
2798,4,white_wine,7.80,1.02,1.24,3.49,5.91,22.70,2.51,3.75,56.10,68.32,0.89,1.80,2.34,7.45,0.03,5.7195
2799,4,red_wine,7.85,1.02,3.59,3.54,2.40,23.70,5.68,0.15,8.80,20.67,1.23,4.03,4.96,0.95,0.05,4.3405
2800,3,white_wine,7.75,1.02,5.32,3.31,16.03,28.90,1.98,8.40,56.65,68.20,2.03,3.35,4.23,13.80,0.10,9.723
2801,5,white_wine,8.80,1.02,6.35,3.27,10.66,26.10,4.88,4.20,26.40,36.66,1.65,2.60,3.65,7.55,0.05,7.9365000000000006
2802,4,white_wine,7.80,1.02,8.13,3.40,5.34,23.10,2.64,4.05,47.30,58.61,1.13,1.92,6.86,8.65,0.19,5.478
2803,4,white_wine,9.20,1.01,1.01,3.48,7.71,20.50,3.96,3.90,20.90,32.31,1.95,2.73,3.36,4.85,0.22,6.927
2804,4,white_wine,7.70,1.02,4.96,3.31,14.17,24.90,1.45,4.65,41.80,53.89,0.98,2.23,4.09,9.35,0.24,8.961500000000001
2805,3,white_wine,8.40,1.02,7.68,3.34,10.56,27.90,2.51,5.10,20.35,30.96,1.46,1.24,3.80,8.00,0.10,7.7669999999999995
2806,2,white_wine,8.15,1.02,0.90,3.31,11.61,28.50,2.64,7.35,30.80,42.70,1.46,2.05,1.75,6.55,0.04,8.095
2807,3,white_wine,9.10,1.01,8.75,3.60,3.44,22.40,1.72,5.55,20.90,29.65,1.62,0.74,3.65,3.70,0.12,5.202
2808,2,white_wine,7.88,1.01,0.16,3.44,1.54,21.70,2.64,2.70,6.60,20.77,1.41,3.04,5.26,5.10,0.25,3.991
2809,4,white_wine,8.10,1.02,3.11,3.46,10.66,21.70,3.50,2.25,27.50,43.47,1.36,1.49,3.94,5.70,0.02,7.72
2810,6,white_wine,8.65,1.01,1.79,3.46,2.49,23.30,1.72,5.70,42.90,50.21,1.92,1.05,2.63,4.90,0.19,4.6435
2811,4,white_wine,8.50,1.01,8.80,3.19,6.48,24.50,1.19,5.10,16.50,29.78,0.98,2.05,2.63,5.25,0.07,6.1465
2812,4,white_wine,8.50,1.01,4.95,2.94,1.54,29.50,2.11,6.75,11.00,26.02,1.59,1.49,3.65,2.65,0.11,4.132999999999999
2813,3,red_wine,8.70,1.02,4.84,3.72,2.21,21.90,5.02,0.00,26.40,37.62,1.49,4.22,4.53,1.90,0.36,4.5889999999999995
2814,6,white_wine,9.15,1.01,19.28,3.40,6.10,23.30,0.92,4.80,63.80,75.94,1.41,1.49,7.15,6.10,0.18,6.253500000000001
2815,4,white_wine,8.80,1.01,8.19,3.68,1.82,22.70,1.58,6.00,37.40,40.84,1.82,1.74,4.09,5.05,0.09,4.461
2816,4,white_wine,7.80,1.02,3.40,3.56,9.52,22.90,1.32,4.80,25.30,36.97,1.18,2.67,3.94,4.20,0.04,7.1739999999999995
2817,3,white_wine,8.70,1.01,8.99,3.23,2.02,26.30,5.02,4.65,53.90,65.83,1.58,2.67,2.92,8.85,0.21,4.4384999999999994
2818,4,red_wine,9.20,1.01,2.34,3.57,3.53,22.90,4.09,4.95,12.10,22.84,1.77,2.29,5.84,2.35,0.05,5.2684999999999995
2819,6,white_wine,9.35,1.01,10.52,3.27,9.14,24.10,1.85,3.90,39.60,58.81,1.56,1.12,1.75,5.80,0.18,7.52
2820,3,white_wine,7.95,1.02,5.24,3.27,1.63,23.70,3.43,10.35,12.10,27.37,1.66,3.04,3.65,8.25,0.03,4.026999999999999
2821,4,red_wine,8.00,1.02,20.09,3.50,2.40,24.90,6.86,3.90,17.60,26.43,1.48,4.59,4.96,4.25,0.10,4.387
2822,3,white_wine,8.80,1.01,6.53,3.12,1.44,25.30,1.45,6.15,40.70,42.98,1.58,1.92,2.92,6.85,0.08,4.225
2823,4,white_wine,8.95,1.01,4.21,3.25,2.87,23.50,4.36,4.05,26.40,40.50,1.40,1.49,1.75,3.95,0.03,4.869
2824,3,white_wine,7.85,1.02,2.28,3.27,15.22,24.90,3.30,3.90,72.60,68.64,1.15,2.48,6.72,10.20,0.04,9.428
2825,4,white_wine,8.35,1.01,12.51,3.51,1.73,21.90,4.82,3.90,24.20,36.19,1.48,1.12,2.04,5.15,0.11,4.242
2826,4,white_wine,7.75,1.01,1.71,3.33,1.44,21.30,2.18,4.80,25.30,35.17,1.48,2.36,2.92,7.30,0.05,3.889
2827,4,white_wine,8.65,1.01,2.80,3.44,1.63,22.50,2.24,5.85,45.10,53.90,1.72,2.60,2.63,6.45,0.13,4.2965
2828,5,white_wine,8.95,1.01,5.74,3.21,2.68,23.90,2.24,4.35,29.70,37.20,1.08,1.80,2.04,3.50,0.10,4.786999999999999
2829,5,white_wine,8.80,1.01,5.06,3.51,1.35,23.10,1.06,4.95,24.20,41.52,1.31,1.12,2.48,3.45,0.05,4.2475000000000005
2830,4,white_wine,8.20,1.02,4.00,3.68,2.30,23.70,2.24,4.35,19.80,27.23,1.45,2.05,4.67,9.15,0.02,4.443999999999999
2831,4,white_wine,7.65,1.02,7.23,3.47,1.63,24.70,3.43,4.50,26.40,34.79,1.11,2.98,4.23,8.35,0.23,3.952
2832,4,white_wine,8.15,1.02,9.82,3.58,2.02,23.30,2.24,3.60,27.50,37.20,1.26,2.42,5.55,5.90,0.11,4.2995
2833,4,white_wine,7.75,1.02,4.16,3.19,11.04,24.50,1.45,4.05,49.50,70.04,1.09,3.22,5.40,7.15,0.21,7.709
2834,4,white_wine,8.30,1.01,6.05,3.29,1.54,26.10,1.58,5.40,22.00,31.04,0.86,1.43,2.19,3.60,0.14,4.115500000000001
2835,3,white_wine,8.25,1.02,2.25,3.49,2.68,26.70,2.51,5.85,16.50,29.95,1.43,3.04,5.40,5.05,0.11,4.584999999999999
2836,3,white_wine,8.00,1.02,4.57,3.66,13.32,23.70,1.85,4.50,53.90,69.07,0.92,2.85,2.48,8.70,0.15,8.779
2837,4,white_wine,8.40,1.02,2.47,3.39,5.34,25.90,1.32,7.35,38.50,53.06,1.35,2.60,3.80,7.55,0.06,5.6865
2838,3,white_wine,8.40,1.01,4.66,3.00,1.54,29.30,1.72,4.20,12.10,24.14,0.61,1.80,3.50,2.35,0.16,4.106999999999999
2839,3,white_wine,7.95,1.02,13.93,3.18,18.69,26.70,4.49,9.30,44.00,52.33,1.03,1.92,6.57,8.30,0.19,10.8375
2840,4,white_wine,8.20,1.02,4.36,3.36,9.90,23.90,1.58,7.50,84.70,101.76,1.30,1.67,4.82,8.05,0.15,7.436
2841,4,red_wine,8.20,1.02,1.50,3.46,2.58,26.50,4.75,3.60,9.90,23.88,1.84,3.35,4.53,1.10,0.32,4.523
2842,3,white_wine,7.75,1.02,12.32,3.22,11.71,23.70,2.77,8.40,71.50,77.34,1.48,2.11,5.99,11.20,0.07,7.9815000000000005
2843,4,white_wine,7.90,1.01,4.13,3.33,1.73,24.90,1.45,4.50,35.20,43.46,1.14,2.98,4.09,6.45,0.11,4.0575
2844,5,white_wine,8.45,1.02,0.06,3.31,6.96,23.90,1.45,5.25,55.00,73.19,1.69,2.23,3.21,5.95,0.07,6.34
2845,4,red_wine,7.85,1.02,0.89,3.42,2.58,25.90,6.60,3.45,24.20,28.46,1.82,4.15,5.26,4.40,0.25,4.394499999999999
2846,3,white_wine,8.45,1.02,4.32,3.32,8.71,25.70,2.77,4.95,35.20,50.09,1.89,1.61,3.50,8.75,0.18,7.041499999999999
2847,3,red_wine,7.80,1.02,12.82,3.60,2.58,29.90,6.07,6.75,16.50,31.12,1.61,3.84,5.84,1.70,0.18,4.404
2848,4,white_wine,8.55,1.02,7.12,3.46,6.01,25.90,1.32,5.40,33.00,49.00,0.87,3.04,4.38,6.30,0.20,6.0175
2849,4,white_wine,8.60,1.01,0.35,3.36,6.86,22.10,1.58,3.90,23.10,25.86,0.45,2.48,2.92,4.35,0.02,6.359
2850,4,white_wine,8.30,1.01,1.17,3.47,1.73,25.50,2.11,4.50,15.40,20.10,1.18,1.98,4.53,4.80,0.19,4.218500000000001
2851,3,white_wine,7.80,1.02,0.55,3.37,7.81,24.30,2.64,2.85,51.70,59.50,1.70,1.92,4.09,8.90,0.09,6.4615
2852,5,white_wine,8.25,1.02,0.03,3.12,5.72,24.50,3.17,3.60,24.20,33.76,1.00,1.49,6.42,5.70,0.14,5.7455
2853,2,white_wine,7.75,1.02,2.00,3.24,2.68,28.50,1.85,6.00,18.70,38.82,1.18,2.79,3.50,7.25,0.13,4.3725
2854,5,white_wine,8.30,1.01,3.14,3.53,1.82,22.90,3.04,4.20,12.10,24.90,1.31,1.74,4.23,5.65,0.10,4.2635000000000005
2855,3,white_wine,8.65,1.02,2.73,3.25,9.04,23.90,2.64,5.55,16.50,30.68,1.19,1.74,4.67,3.50,0.01,7.232999999999999
2856,2,white_wine,8.20,1.02,3.15,3.35,1.63,26.50,2.38,6.60,6.60,5.47,0.92,2.29,5.84,3.15,0.02,4.126499999999999
2857,5,white_wine,9.40,1.01,2.85,3.29,2.68,23.50,5.02,2.70,26.40,40.14,1.82,1.55,3.21,4.60,0.13,4.9565
2858,3,white_wine,7.45,1.02,6.81,3.37,10.38,24.30,3.83,10.05,52.80,67.57,0.89,2.23,3.21,7.45,0.05,7.367
2859,3,red_wine,8.30,1.02,5.62,3.50,3.25,28.10,7.66,2.55,4.40,12.13,1.12,4.22,4.82,0.35,0.13,4.832
2860,3,white_wine,8.10,1.02,6.70,3.35,1.63,25.30,0.92,6.00,25.30,38.31,1.04,1.67,7.88,5.30,0.16,4.091499999999999
2861,3,white_wine,7.90,1.02,3.71,3.35,5.53,26.50,7.00,6.75,15.40,24.09,1.22,1.30,1.75,5.60,0.14,5.5815
2862,4,white_wine,7.75,1.02,0.87,3.36,6.29,22.90,3.04,6.00,49.50,60.38,1.47,1.92,3.50,8.15,0.17,5.8345
2863,3,white_wine,7.50,1.02,3.22,3.47,15.88,23.10,1.98,5.40,46.20,54.26,2.23,1.80,2.77,6.35,0.07,9.599499999999999
2864,3,white_wine,7.55,1.02,2.39,3.29,11.89,25.50,2.64,8.70,64.90,76.90,1.10,2.29,3.50,8.55,0.01,7.994
2865,3,white_wine,8.10,1.01,9.38,3.38,1.73,23.30,3.83,1.05,62.70,72.27,1.13,2.42,2.34,6.90,0.03,4.135
2866,5,white_wine,9.50,1.01,10.41,3.31,2.77,22.70,3.70,4.20,18.70,24.01,1.81,1.61,3.65,3.35,0.17,5.0305
2867,4,white_wine,7.60,1.02,6.78,3.31,7.81,22.50,2.51,6.45,51.70,60.64,1.06,2.91,4.23,11.90,0.18,6.3825
2868,5,white_wine,9.45,1.01,6.37,3.52,2.49,22.30,2.90,4.80,44.00,61.57,2.15,2.05,3.21,6.80,0.09,4.9325
2869,4,white_wine,9.55,1.01,4.89,3.45,2.30,23.70,1.19,5.10,40.70,48.77,1.81,1.92,3.36,5.25,0.12,4.881
2870,3,red_wine,8.35,1.02,2.89,3.64,5.62,24.30,4.62,6.30,30.80,43.98,1.65,3.78,7.30,6.15,0.32,5.8185
2871,3,red_wine,8.15,1.02,6.14,3.56,2.11,25.10,6.86,0.45,26.40,38.81,1.84,5.33,4.67,4.65,0.17,4.3325000000000005
2872,5,white_wine,9.85,1.01,6.74,3.57,5.53,22.50,1.58,4.95,22.00,33.76,1.92,1.18,2.77,3.45,0.18,6.295999999999999
2873,4,white_wine,9.65,1.01,4.23,3.50,1.25,21.30,2.51,5.55,11.00,21.54,0.85,0.99,1.61,2.15,0.16,4.5035
2874,3,red_wine,8.05,1.02,7.90,3.49,2.30,24.70,6.73,3.90,17.60,33.06,1.35,4.40,4.38,4.90,0.22,4.3629999999999995
2875,5,white_wine,9.20,1.01,7.34,3.20,2.21,23.50,3.43,3.90,62.70,74.32,2.08,1.80,3.65,6.60,0.13,4.685
2876,4,white_wine,7.95,1.02,3.75,3.35,14.55,22.70,2.24,3.45,50.60,57.39,1.20,1.86,1.90,6.80,0.14,9.207
2877,5,white_wine,8.15,1.01,2.06,3.66,3.44,20.50,1.58,4.05,16.50,26.55,1.87,2.36,4.53,4.35,0.12,4.8785
2878,3,red_wine,8.35,1.02,11.66,3.55,2.21,26.10,14.52,3.15,14.30,32.66,2.01,4.59,3.65,1.75,0.20,4.441
2879,6,white_wine,9.25,1.01,0.62,3.42,4.67,25.50,4.22,4.05,28.60,37.74,2.02,1.55,5.40,4.45,0.03,5.7195
2880,3,white_wine,8.00,1.02,1.05,3.44,2.40,25.70,2.64,4.65,29.70,39.20,1.72,2.29,6.13,10.10,0.10,4.378
2881,4,red_wine,8.20,1.02,5.20,3.39,2.49,30.10,6.73,4.65,27.50,44.32,1.64,5.02,5.99,2.80,0.02,4.4765
2882,5,white_wine,8.10,1.01,3.74,3.36,1.73,24.70,1.58,6.60,22.00,39.18,1.54,2.23,3.50,4.60,0.04,4.132
2883,5,white_wine,8.60,1.01,1.52,3.64,1.54,21.70,2.38,2.70,42.90,54.09,1.24,1.36,2.63,5.40,0.11,4.273
2884,3,white_wine,8.60,1.02,12.14,3.23,7.05,25.10,2.51,5.40,48.40,59.43,1.56,1.67,1.61,7.90,0.25,6.4165
2885,4,white_wine,8.78,1.01,2.83,3.25,3.72,24.30,1.98,3.45,24.20,43.52,1.41,1.80,2.19,5.30,0.01,5.1495
2886,3,white_wine,8.00,1.02,2.25,3.32,1.92,24.30,3.70,3.00,25.30,37.17,1.21,16.24,5.99,6.70,0.11,4.167999999999999
2887,5,white_wine,8.40,1.02,8.37,3.39,5.34,26.10,1.58,6.00,44.00,55.45,1.29,2.85,2.63,8.05,0.18,5.6865
2888,3,white_wine,7.95,1.02,12.11,3.50,6.91,24.90,1.06,4.65,33.00,43.46,1.06,3.10,1.75,6.25,0.06,6.1735
2889,4,white_wine,9.50,1.01,3.28,3.31,2.40,26.50,3.17,3.90,27.50,33.58,1.94,3.29,3.65,4.05,0.06,4.8825
2890,5,white_wine,9.25,1.01,4.23,3.47,2.58,24.50,1.98,5.85,30.80,49.74,1.64,1.49,4.67,4.80,0.05,4.891
2891,3,red_wine,7.70,1.02,0.93,3.41,3.53,33.30,4.49,7.95,35.20,46.95,1.80,5.95,10.66,4.60,0.31,4.7204999999999995
2892,5,white_wine,8.50,1.01,1.10,3.12,1.73,23.50,1.72,7.35,31.90,34.21,1.58,2.36,2.92,5.40,0.14,4.236
2893,4,white_wine,7.90,1.02,3.78,3.37,12.75,23.70,2.51,4.50,74.80,87.70,0.54,,4.09,7.70,0.23,8.4725
2894,3,white_wine,7.60,1.02,3.08,3.43,17.83,25.30,3.17,5.10,47.30,51.53,1.40,2.79,4.82,9.55,0.09,10.4085
2895,5,white_wine,8.65,1.01,2.97,3.48,1.54,23.00,0.79,6.30,55.00,63.92,1.80,2.54,6.86,6.15,0.09,4.266500000000001
2896,3,red_wine,7.85,1.02,2.22,3.60,1.92,24.90,7.79,1.80,4.40,10.48,1.48,10.97,4.67,0.75,0.13,4.1575
2897,4,white_wine,7.55,1.02,5.51,3.55,11.61,26.90,1.58,5.70,55.00,63.69,1.42,2.85,8.76,8.20,0.24,7.920999999999999
2898,3,red_wine,8.05,1.02,2.36,3.62,2.58,27.30,9.50,1.65,12.10,26.76,1.49,4.65,3.80,1.25,0.12,4.4945
